| TDF                                        | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:754:9:754:26                                | Predefined                                |
| TDF                                        | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:754:9:754:26                                | Predefined                                |
| TDF                                        | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:754:9:754:26                                | Predefined                                |
| RFC4180                                    | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:749:9:749:34                                | Predefined                                |
| RFC4180                                    | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:749:9:749:34                                | Predefined                                |
| RFC4180                                    | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:749:9:749:34                                | Predefined                                |
| PostgreSQLText                             | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:744:9:744:49                                | Predefined                                |
| PostgreSQLText                             | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:744:9:744:49                                | Predefined                                |
| PostgreSQLText                             | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:744:9:744:49                                | Predefined                                |
| PostgreSQLCsv                              | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:739:9:739:47                                | Predefined                                |
| PostgreSQLCsv                              | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:739:9:739:47                                | Predefined                                |
| PostgreSQLCsv                              | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:739:9:739:47                                | Predefined                                |
| Oracle                                     | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:733:9:733:32                                | Predefined                                |
| Oracle                                     | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:733:9:733:32                                | Predefined                                |
| Oracle                                     | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:733:9:733:32                                | Predefined                                |
| MySQL                                      | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:728:9:728:30                                | Predefined                                |
| MySQL                                      | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:728:9:728:30                                | Predefined                                |
| MySQL                                      | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:728:9:728:30                                | Predefined                                |
| MongoDBTsv                                 | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:723:9:723:41                                | Predefined                                |
| MongoDBTsv                                 | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:723:9:723:41                                | Predefined                                |
| MongoDBTsv                                 | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:723:9:723:41                                | Predefined                                |
| MongoDBCsv                                 | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:717:9:717:41                                | Predefined                                |
| MongoDBCsv                                 | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:717:9:717:41                                | Predefined                                |
| MongoDBCsv                                 | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:717:9:717:41                                | Predefined                                |
| InformixUnloadCsv                          | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:711:9:711:56                                | Predefined                                |
| InformixUnloadCsv                          | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:711:9:711:56                                | Predefined                                |
| InformixUnloadCsv                          | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:711:9:711:56                                | Predefined                                |
| InformixUnload                             | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:705:9:705:49                                | Predefined                                |
| InformixUnload                             | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:705:9:705:49                                | Predefined                                |
| InformixUnload                             | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:705:9:705:49                                | Predefined                                |
| Excel                                      | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:699:9:699:30                                | Predefined                                |
| Excel                                      | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:699:9:699:30                                | Predefined                                |
| Excel                                      | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:699:9:699:30                                | Predefined                                |
| Default                                    | public    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:694:9:694:34                                | Predefined                                |
| Default                                    | static    | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:694:9:694:34                                | Predefined                                |
| Default                                    | final     | Predefined                   | Lorg/apache/commons/csv/CSVFormat$Predefined;            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:694:9:694:34                                | Predefined                                |
